,Machine.Number.x,AnalysisUnit,Match_ID,Class,Order,Family,Genus,Species,IDConfidence,MNI,NISP,Context,Modification,Type,Original.Bib,Taxon.Bib,Comment.x,FaunalSeq,LocSeq.x,Machine.Number.y,Analysis.unit,SiteName,AlternateName,State.prov,County,Site.Number,CodedBy,DateCoded,CodingUpdate,Comment.y,Precision,Quadrangle,QuadSize,Township,Latitude,Longitude,Altitude,Repository,Bibnum,LATDD,LONGDD,RecoveryMethod,DepositionalSystem,DepositionalEnvironment,Facies,Mixing,Group,Formation,Member,Arch.Period,Arch.Epoch,Arch.Age,Arch.Land.Mammal.Age,Arch.Bibnum,Period,Epoch,Age,NALMA,Oxgen.isotope,Magnetochron,RepennMicrotineBioStrat,BellMicirotineBioStrata,MinimumAge,MinimumAge(Years),,MinimunAgeMethod,MaximumAge,MaximunAgeMethod,Millennium,SiteType,Agent,Cultural.Age,Bone.modification,LocSeq.y,DB
356,"2,579.00",Level 5,2579_Level 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2579,Level 5,23FR234,,MO,FRANKLIN,23FR234,MAG,11/26/92 0:00,,,QA,LESLIE,7.5,NA,38.22,-91.07,,UMO,NA,38.36666667,-91.11666667,FINE,CV,RS,AL,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,HH,Late Woodland,,0,f
378,"2,747.00",Late Woodland,2747_Late Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2747,Late Woodland,Slope Head,,IL,SALINE,11SA88,MAG,1/25/93 0:00,,,QP,HARRISBURG,7.5,NA,37.3935,-88.3729,,,NA,37.65,-88.61666667,,AN,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,HH,Late Woodland,,0,f
380,"2,754.00",Late Woodland,2754_Late Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2754,Late Woodland,Burkemper,,MO,LINCOLN,23LN104,MAG,1/25/93 0:00,,,QA,MARYKNOLL,7.5,NA,38.52,-90.45,,,NA,38.86666667,-90.75,FLOT,FL,,FP,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00165,CULT,NA,CULT,HH,Late Woodland,"BN, CG, RG, HB, BT",0,f
384,"2,771.00",Late Woodland II,2771_Late Woodland II,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2771,Late Woodland II,Little Muddy Rock Shelter,,IL,JACKSON,11J814,MAG,1/25/93 0:00,,,QP,DESOTO,7.5,NA,37.45,-89.07,,SIUC,NA,37.75,-89.11666667,FLOT,CV,RS,FL,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.00193,14CG,NA,CULT,HH,Late Woodland,,0,f
398,"2,939.00",Assemblage,2939_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2939,Assemblage,Rabbit Mound,,SC,ALLENDALE,38AL15,MAG,4/2/93 0:00,,,QA,MILLETT,7.5,NA,33,-81.3,,,NA,33,-81.5,,FL,,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.005,CULT,NA,CULT,,Late Archaic; Woodland,,0,f
399,"2,941.00",Assemblage,2941_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2941,Assemblage,Lewis,,SC,AIKEN,38AK228,MAG,4/2/93 0:00,,,QA,JACKSON,7.5,NA,33.15,-81.45,,,NA,33.25,-81.75,FINE,FL,,,Y,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00115,1150,late-Holocene,CULT,0.003,CULT,NA,CULT,HH,Woodland,,0,f
370,"2,613.00",Mixed,2613_Mixed,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,5,18,NA, ,NA,NA,NA, ,0,0,2613,Mixed,Apple Creek,,IL,GREENE,,MAG,1/15/93 0:00,,,E,KAMPSVILLE,7.5,NA,39.2204,-90.3213,,ISM/NW UNIV,NA,39.36666667,-90.53333333,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0012,1200,late-Holocene,CULT,0.0022,CULT,NA,CULT,HH,Middle Woodland; White Hall,"BT, SM, HB",0,f
371,"2,613.00",White Hall,2613_White Hall,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,2613,White Hall,Apple Creek,,IL,GREENE,,MAG,1/15/93 0:00,,,E,KAMPSVILLE,7.5,NA,39.2204,-90.3213,,ISM/NW UNIV,NA,39.36666667,-90.53333333,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0012,1200,late-Holocene,CULT,0.0015,CULT,NA,CULT,HH,White Hall,"BT, SM, HB",0,f
372,"2,614.00",Assemblage,2614_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,8,NA, ,NA,NA,NA, ,0,0,2614,Assemblage,Carlin,,IL,CALHOUN,,MAG,1/15/93 0:00,,,QP,PEARL,7.5,NA,39.2108,-90.3729,,NW UNIV,NA,39.35,-90.61666667,FINE,FL,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0012,1200,late-Holocene,CULT,0.0015,CULT,NA,CULT,HH,Late Woodland,,0,f
382,"2,767.00",Assemblage,2767_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,2,NA, ,NA,NA,NA, ,0,0,2767,Assemblage,Albany,,IL,WHITESIDE,,MAG,1/25/93 0:00,,,QP,CLINTON,7.5,NA,41.45,-90.07,,,NA,41.75,-90.11666667,,AN,,MD,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,HOLO,HOLO,1,BRUN,,NA,0.0012,1200,late-Holocene,CULT,0.01,CULT,NA,CULT,"HH, HB",Archaic; Woodland,,0,f
104,672,House 3 and Protokiva C,672_House 3 and Protokiva C,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,672,House 3 and Protokiva C,Wetherill Mesa site 1676,,CO,MONTEZUMA,1676,MAG,12/12/91 0:00,,,QP,WETHERILL MESA,7.5,NA,37.7,-108.3,,NPS,NA,37.11666667,-108.5,,AN,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001225,1225,late-Holocene,DEND,0.001225,DEND,NA,CULT,HH,Basketmaker III; Pueblo I,,0,f
129,887,Feature 2,887_Feature 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,887,Feature 2,5LP111,,CO,LAPLATA,5LP111,MKM,7/2/92 0:00,,,QP,LOMA LINDA,7.5,NA,37.7,-107.45,,,NA,37.11666667,-107.75,FINE,FL,AR,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00123,1230,late-Holocene,14CG,0.00123,14CG,NA,CULT,"HH, HB",Basketmaker III,BT,0,f
180,"1,249.00",Georgetown Phase,1249_Georgetown Phase,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,1249,Georgetown Phase,Tularosa Cave,,NM,CATRON,,RFS,8/21/91 0:00,,,Q,ARAGON,7.5,NA,33.52,-108.3,2061,FMNH,NA,33.86666667,-108.5,CRFI,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00125,1250,late-Holocene,CULT,0.00145,CULT,NA,CULT,HH,Mogollon; Georgetown Phase,"TF, LF, HB",0,f
48,142,Area A,142_Area A,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,NA,NA, ,NA,NA,NA, ,0,0,142,Area A,Coontail Spin,,TX,VAL VERDE,41VV82,MAG,4/25/91 0:00,,,E,SEMINOLE CANYON,7.5,NA,29.39,-101.18,,TMM,NA,29.65,-101.3,CRSE,CV,RS,OD,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00127,1270,late-Holocene,14CG,0.00443,14CG,NA,CULT,HH,Late Archaic; Middle Archaic,,0,f
106,673,Pithouse A,673_Pithouse A,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA,DE,NA,NA,NA, ,0,0,673,Pithouse A,Wetherill Mesa site 1644,,CO,MONTEZUMA,1644,MAG,12/2/91 0:00,,,QP,WETHERILL MESA,7.5,NA,37.7,-108.3,2130,NPS,NA,37.11666667,-108.5,,AN,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0013,1300,late-Holocene,CULT,0.0013,CULT,NA,CULT,HH,Basketmaker III,"BT, DE",0,f
245,"1,734.00",Cemented Gravel Stratum,1734_Cemented Gravel Stratum,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1734,Cemented Gravel Stratum,Klamath Shoal Midden,Salt Cave Locality Site 7,OR,KLAMATH,35KL21,MKR,8/13/92 0:00,,,QA,MULE HILL,7.5,NA,42,-122.07,,UOMNH,NA,42,-122.1166667,SASC,FL,CM,TE,P,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LMHO,HOLO,1,BRUN,,NA,0.0013,1300,late-Holocene,14CG,0.006,14CG,NA,CULT,DP,Archaic,BT,0,f
350,"2,567.00",Level 8,2567_Level 8,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2567,Level 8,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0013,1300,late-Holocene,14CG,0.00415,14CG,NA,CULT,HH,Woodland,,0,f
374,"2,651.00",Assemblage,2651_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2651,Assemblage,Hog Bluff,,IL,JOHNSON,,MAG,1/16/93 0:00,,,QP,GRIGGSVILLE,7.5,NA,39.37,-90.37,,SIUC,NA,39.61666667,-90.61666667,,AN,,MN,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00135,1350,late-Holocene,CULT,0.00175,CULT,NA,CULT,HH,Late Woodland; Lewis Focus,,0,f
381,"2,758.00",Weaver,2758_Weaver,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,4,6,NA, ,NA,NA,NA, ,0,0,2758,Weaver,Rench,,IL,PEORIA,11P4,MAG,1/25/93 0:00,,,QA,PEORIA WEST,7.5,NA,40.37,-89.37,,ISM,NA,40.61666667,-89.61666667,FLOT,FL,,FP,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00135,1350,late-Holocene,14CG,0.00186,14CG,NA,CULT,HH,Weaver,"BT, SM, PO",0,f
93,515,Assemblage,515_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,515,Assemblage,Robert Battey,,IA,JACKSON,13JK21,MKM,7/31/91 0:00,3/4/02 0:00,,QC,ANDREW,7.5,NA,42.7,-90.47,,,NA,42.11666667,-90.78333333,,AN,,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00136,1360,late-Holocene,14CG,0.00147,14CG,NA,CULT,HH,Woodland,,0,f
351,"2,567.00",Level 9,2567_Level 9,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2567,Level 9,Pot Shelter,,MO,CRAWFORD,23CR149,MAG,11/21/92 0:00,3/5/02 0:00,No fauna in Level 28,QA,ONONDAGA CAVE,7.5,NA,38.6,-91.1,,UMO,NA,38.1,-91.16666667,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001415,1415,late-Holocene,14CG,0.00415,14CG,NA,CULT,HH,Woodland,,0,f
67,166,Assemblage,166_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,166,Assemblage,Pratt Cave,,TX,CULBERSON,-TMM 41172,MAG,5/14/91 0:00,,,QA,GUADALUPE PEAK,7.5,NA,31.52,-104.45,1590,TMM,NA,31.86666667,-104.75,,CV,HZ,AE,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00142,1420,late-Holocene,14CG,0.00282,14CG,NA,PALEO,"RR, CD",,"BN, CG",0,f
181,"1,249.00",Pine Lawn Phase,1249_Pine Lawn Phase,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,1249,Pine Lawn Phase,Tularosa Cave,,NM,CATRON,,RFS,8/21/91 0:00,,,Q,ARAGON,7.5,NA,33.52,-108.3,2061,FMNH,NA,33.86666667,-108.5,CRFI,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00145,1450,late-Holocene,CULT,0.0021,CULT,NA,CULT,HH,Mogollon; Pine Lawn Phase,"TF, LF, HB",0,f
41,122,Zone 3B Fiber Layer Mix,122_Zone 3B Fiber Layer Mix,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,122,Zone 3B Fiber Layer Mix,Bonfire Shelter,,TX,VAL VERDE,41VV218,MAG,3/12/91 0:00,,,E,LANGTRY,7.5,NA,29.49,-101.33,,,NA,29.81666667,-101.55,NOSC,CV,RS,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00149,1490,late-Holocene,14CG,0.00231,14CG,NA,CULT,HH,,,0,f
151,"1,145.00",Lower Cave Level 3,1145_Lower Cave Level 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1145,Lower Cave Level 3,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0015,1500,late-Holocene,CULT,0.002,CULT,NA,CULT,HH,Hohokam; San Pedro,"HB, BN, BT",0,f
155,"1,145.00",Upper Cave Level 3,1145_Upper Cave Level 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,1145,Upper Cave Level 3,Ventana Cave,,AZ,PIMA,AZ Z:12:5,RFS,5/28/91 0:00,7/24/99 0:00,Previous codining up date 6/20/91,E,WINDOW MOUNTAIN,7.5,NA,32.2,-112.14,750,UALP,NA,32.33333333,-112.2333333,CRSE,CV,RS,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0015,1500,late-Holocene,CULT,0.002,CULT,NA,CULT,HH,Hohokam; San Pedro,"HB, BN, BT",0,f
237,"1,675.00","Test 1, Level 5","1675_Test 1, Level 5",Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1675,"Test 1, Level 5",Otis Hare,,FL,LIBERTY,8LI172,MKR,7/9/92 0:00,,,QC,QUEEN'S BAY,7.5,NA,30.7,-84.45,,UNIV SOUTH FLORIDA,NA,30.11666667,-84.75,MESE,AN,CU,MN,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0015,1500,late-Holocene,CULT,0.002,CULT,NA,CULT,HH,Middle Woodland,,0,f
308,"2,215.00",Assemblage,2215_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,2,NA, ,NA,NA,NA, ,0,0,2215,Assemblage,Westheimer,,NY,SCHOHARIE,Shr-57-2,MKM,8/27/92 0:00,,,E,MIDDLEBURGH,7.5,NA,42.41,-74.1824,,NYSM,NA,42.68333333,-74.3,,FL,,TE,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0015,1500,late-Holocene,CULT,0.00154,CULT,NA,CULT,,Middle Woodland,,0,f
377,"2,712.00",Assemblage,2712_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,3,NA, ,NA,NA,NA, ,0,0,2712,Assemblage,Scovill,,IL,FULTON,11F106,MAG,1/21/93 0:00,,,E,LEWISTON,7.5,NA,40.2346,-90.1254,,,NA,40.38333333,-90.2,FLOT,FL,,TE,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0015,1500,late-Holocene,14CG,0.0015,14CG,NA,CULT,HH,Middle Woodland,,0,f
118,815,Assemblage,815_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,25,NA, ,NA,NA,NA, ,0,0,815,Assemblage,Fairchance Mound,,WV,MARSHALL,46MR13,MAG,3/16/92 0:00,2/21/02 0:00,,E,POWHATAN POINT,7.5,NA,39.5,-80.5,210,CMNH,NA,39.83333333,-80.83333333,,AN,,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00153,1530,late-Holocene,14CG,0.00179,14CG,NA,CULT,"HB, HH",Hopewell,"HB, BT",0,f
311,"2,226.00",Midden,2226_Midden,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2226,Midden,McGraw,,OH,ROSS,33RO108,MKM,8/27/92 0:00,2/21/02 0:00,,E,CHILLICOTHE EAST,7.5,NA,39.19,-82.54,178.5,CLEVMNH,NA,39.31666667,-82.9,,AN,,MN,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001534,1534,late-Holocene,14CG,0.00175,14CG,NA,CULT,HH,Hopewell,,0,f
71,312,Woodland,312_Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,3,NA,NA, ,NA,NA,NA, ,0,0,312,Woodland,Scott,,OK,LEFLORE,34LF11,MKM,7/1/91 0:00,,,QC,WISTER,7.5,NA,34.52,-94.37,,,NA,34.86666667,-94.61666667,,FL,,FP,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001545,1545,late-Holocene,14CG,0.00194,14CG,NA,CULT,HH,Woodland,,0,f
238,"1,676.00",Zone II Combined,1676_Zone II Combined,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,1676,Zone II Combined,Melton,,FL,ALACHUA,8Al69,MKR,7/9/92 0:00,,,QP,MICANOPY,7.5,NA,29.3,-82.15,,FSM,NA,29.5,-82.25,TOTL,AN,CU,MN,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00155,1550,late-Holocene,CULT,0.00185,CULT,NA,CULT,HH,Pre-Cades Pond,HB,0,f
77,358,Assemblage,358_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,4,NA, ,NA,NA,NA, ,0,0,358,Assemblage,Trowbridge,,KS,WYANDOTTE,14WY1,MKM,7/16/91 0:00,3/5/02 0:00,long. chaged to put site in Kansas,QA,PARKVILLE,7.5,NA,39.8,-94.43,,KU,NA,39.13333333,-94.71666667,,AN,,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00159,1590,late-Holocene,14CG,0.00182,14CG,NA,CULT,HH,Hopewell,,0,f
341,"2,554.00",Assemblage,2554_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2554,Assemblage,Fisher-Gabert,,MO,SALINE,23SA128,MAG,11/21/92 0:00,3/4/02 0:00,,QA,MIAMI STATION,7.5,NA,39.19,-93.12,219,UMO,NA,39.31666667,-93.2,FINE,AN,,MN,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.0016,1600,late-Holocene,14CG,0.00188,14CG,NA,CULT,HH,Hopewell,,0,f
287,"2,111.00",Middle Woodland,2111_Middle Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2111,Middle Woodland,Smiling Dan,,IL,SCOTT,11ST123,MKM,8/6/92 0:00,,,QA,FLORENCE,7.5,NA,39.37,-90.3,,KAMPSVILLE,NA,39.61666667,-90.5,FLOT,FL,,FP,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00163,1630,late-Holocene,CULT,0.00202,CULT,NA,CULT,HH,Middle Woodland,"BC, RG, BN, PO",0,f
185,"1,263.00",Assemblage,1263_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,1263,Assemblage,Black Mesa D:11:0449,,AZ,NAVAJO,D:11:0449,RFS,8/29/91 0:00,,,QA,YUCCA HILL,7.5,NA,36.22,-110.15,,,NA,36.36666667,-110.25,CRSE,AN,CU,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00165,1650,late-Holocene,CULT,0.00185,CULT,NA,CULT,HH,Anasazi; Basketmaker II; Lolomai Phase,HB,0,f
369,"2,613.00",Middle Woodland,2613_Middle Woodland,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,2613,Middle Woodland,Apple Creek,,IL,GREENE,,MAG,1/15/93 0:00,,,E,KAMPSVILLE,7.5,NA,39.2204,-90.3213,,ISM/NW UNIV,NA,39.36666667,-90.53333333,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00165,1650,late-Holocene,CULT,0.0022,CULT,NA,CULT,HH,Middle Woodland,"BT, SM, HB",0,f
376,"2,704.00",Assemblage,2704_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2704,Assemblage,Putney Landing,,IL,HENDERSON,11HE3,MAG,1/18/93 0:00,,,E,KEITHSBURG,7.5,NA,41.154,-90.555,,UI,NA,41.01666667,-90.91666667,,FL,,OD,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00165,1650,late-Holocene,CULT,0.0022,CULT,NA,CULT,HH,Middle Woodland,BT,0,f
379,"2,751.00",Assemblage,2751_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2751,Assemblage,Black Earth,,IL,SALINE,11SA87,MAG,1/25/93 0:00,,,QP,HARRISBURG,7.5,NA,37.3943,-88.3728,,,NA,37.65,-88.61666667,,FL,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00165,1650,late-Holocene,CULT,0.0022,CULT,NA,CULT,HH,Middle Woodland,,0,f
386,"2,787.00",Assemblage,2787_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2787,Assemblage,Robert Pool,,IL,PIKE,,MAG,1/25/93 0:00,,,QP,MEREDOSIA,7.5,NA,39.45,-90.3,,,NA,39.75,-90.5,,AN,,,,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00165,1650,late-Holocene,CULT,0.0022,CULT,NA,CULT,HB,Hopewell; Middle Woodland,,0,f
30,78,Stratum V,78_Stratum V,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,78,Stratum V,Meadowcroft Rockshelter,,PA,WASHINGTON,36WH297,MAG,2/18/91 0:00,2/21/02 0:00,,E,AVELLA,7.5,NA,40.1712,-80.29,259.9,PITT/CMNH,NA,40.28333333,-80.48333333,TOTL,CV,RS,BS,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.001665,1665,late-Holocene,14CG,0.002155,14CG,NA,CULT,"RR, HH",Early Woodland; Middle Woodland,"BN, W0",0,f
57,164,Analysis Unit 1,164_Analysis Unit 1,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit 1,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,LHOL,NA,NA,QUAT,HOLO,LHOL,HOLO,1,BRUN,,NA,0.00182,1820,late-Holocene,14CG,0.00228,14CG,NA,CULT,HH,Late Archaic,"BN, SM",0,f
66,164,Analysis Unit Unknown,164_Analysis Unit Unknown,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,16,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit Unknown,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,,N,,,,NA,NA,WIHO,NA,NA,QUAT,HOPL,WIHO,,1,BRUN,,NA,0.00182,1820,late-Holocene,14CG,0.01155,14CG,NA,CULT,,,"BN, SM",0,f
